NameR366,MasterID_...2,SampleIDNO,Watersourcetype,watersourcetype2,Dateofvisit2,Division,Parish,Villagetown,Sampletaken,Riskofcontamination10,Topography,LandcoverUnDevelopedorDeveloped,Turbidity,pH,Temp_°C,Electricalconductivity,functionalV1,knownfunctionalproblem,SampleIDNO_R366,MasterID__A,NameR366_A,MasterID__B,__1_1WaterSourceNameNyingwangpii,InterviewersCode,CompletedDateddmmNinodweemakitye,_1_1_WaterSourceIdentificationN,MasterID__C,_1_1name,_1_1subcounty,_1_1Parish,_1_2_a_WUCmgmt,_1_2_b_privmgt,_1_2_c_NGOmgmt,_1_2_d_Unmanaged,_1_7Acholi,_1_7English,_1_7LangOther,_1_9_Positionrespond,_2_1_responsible,_2_2_a_Caretaker,_2_2_b_ caretakerpaid,_2_2_c_ caretakerwage,_2_2_d_caretakerhours,_2_3_inspectorvisits,_2_4WUCAdmin,_2_4WUCfeecollect,_2_4WUCfinmgmt,_2_4WUCtechnical,_2_4WUCother,_2_5_meetatt,_2_6_meetsched,_2_7_ meetmonth,_2_8_meetcommunity,_2_9_meetminutes,_2_10_minutesviewed,_2_11_WUCpay80,_2_12_a_ pubmeet,_2_12_b_pubmeetyear,_2_13_a_meetaccount,_2_13_b_meetaccountyr,_3_1_a_functional,functionalinferred,_3_1_b_openallday,_3_1_c_opentimes,_3_1_d_primaryuse,_3_1_e_whynffees,_3_1_e_whynffinmgmt,_3_1_e_whynfctech,_3_1_e_whynfadmin,_3_1_e_whynfother,_3_1_e_whynfotherB,_3_1_f_Howlongnf,_3_2_firstdaylastbreak,_3_3_a_lengthbreakdown,_3_3_b_costrepair,_3_3_d_nowater,_3_3_d_notenoughwater,_3_3_d_contaminated,_3_3_d_otherproblem,_3_4_a_breaklastyear,_3_4_b_breaklast2weeks,_3_5_a_pplcantaccess,_3_5_b_pplcantafford,_3_5_c_useunimproved,_3_5_c_neighborhelp,_3_5_c_dontknow,_3_5_c_other,_3_6_enoughwater,_4_0_yearbuilt,_4_1_datebuilt,_4_2_regularuserhhs,_4_3_a_authorizedlist,_4_3_b_authorizedhhs,AuthorizedusersdividedbyAllUsers,_4_3_c_updateduserlist,_4_3_d_listshown,__4_3_e_Howmanyhouseholdsareonth,VerifiedusersdividedbyAllUsers,_4_4_feecollectionsystem,_4_5_feeregular,_4_6_a_monthlyfee,_4_6_a_perJCfee,_4_6_a_otherfeetype,_4_6_a_otherfeetypeB,_4_6_b_percentfeesmonthly,_4_6_b_percentfeesperJC,_4_6_b_percentfeesother,_4_6_b_percentfeesdontknow,_4_7_HHswhopaid,_4_8_idealfeecollection,Idealfeesdividedbyallusers,_4_9_actualmonthlyfees,Actualfeesdividedbyidealfees,reportedfeesdividedbyallusers,_4_10_knownHHscantpay,_4_11_a_feecollectrecords,_4_11_b_feerecordsshown,_4_11_c_recordedfeeslastmonth,verifiedfeesdividedbyallusers,_4_12_reactive,_4_13_reportedsavings,_4_14_a_finmgmtrecords,_4_24_b_finmgmtrecshown,_4_14_b_namenumber,_4_14_c_verifiedsavings,__4_14_cDateofrecord,__4_15_savingsstorage,_4_15_savingsstorageother,_4_16_fencing,_4_16_sanitation,_4_16_dontknow,_4_16_fundsaccumulate,_4_16_preventmaint,_4_16_refunds,_4_16_neverrepair,_4_16_othernonwash,_4_16_othernonwashB,_4_17_planOandM,_4_18_enoughfundsrepair,_4_19_personrepair,_4_20_persontrained,_5_0_latrineaccess,_5_1_a_facilitator,_5_1_b_facilitatoryear,_5_1_b_facilitatordate,_5_1_c_whofacilitated,_5_1_c_whofacilitatedother,_5_2_a_ODFdeclaration,_5_2_b_ODFwhen,_6_1_irritated,_6_2_trustworthy,_6_3_interviewquality,_6_4_familypresent,_6_4_nonfamilypresent,_6_4_Totalpresent,_6_5_comments,TTC,TTCGE1,TTCGE10,TTCGE50,TTCGE100,TTCGE125,Unmanaged,MasterID_...165,Superclean_ID,latitude,longitude,OBJECTID2,Proxalt,ProxNWSC,Proxaltfunc,ProxaltfuncNWSC,Proxbore,Proxfuncbore,Proxprotect,Proxfuncprotect,ProxfuncprotectNWSC,ProxTC,Proxmarsh,ProxfunctTTC<125,ProxfunctprotectTTC<125,ProxfunctprotectTTC<125NWSC,Avgprox3func,Avgprox3funcNWSC,Avgprox3funcprotect,Avgprox3funcprotectNWSC
Wang min joel protect spring,202,214,PS,5,4/18/18,bardege,kasubi central,kasubi central,1,3,2,0,0,6.32,26.8,211us/106,NA,NA,214,202,Wang min joel protect spring,202,WANG MIN JOEL,6,9-Mar,202,202,WANG MIN JOEL,4,4,NA,1,NA,0,1,NA,NA,6,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,0,0,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,2016,4/8/16,NA,0,NA,NA,NA,NA,NA,NA,1,1,1000,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,100,NA,NA,NA,NA,NA,0,NA,0,1,0,6,1,7,NA,4.5,1,0,0,0,0,0,202,103,2.777833333,32.28903333,122,461.5154568,58.39984387,461.5154568,58.39984387,465.7008784,465.7008784,461.5154568,461.5154568,461.5154568,1203.31498,25.26928247,461.5154568,461.5154568,461.5154568,473.4952199,144.4336088,473.4952199,144.4336088
Jamia mosques (layibi),203,215,BHWHP,1,4/20/18,layibi,library,library,1,6,2,0,0,5.94,26.6,189us/94,0,0,215,203,Jamia mosques (layibi),203,JAMIA MOSQUE BH (LAYIBI),0,19/9,203,203,JAMIA MOSQUE BH (LAYIBI),3,3,NA,NA,1,0,NA,1,NA,8,1,1,0,NA,570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,15/3/2017,1,450000,1,NA,NA,NA,1,0,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,2010,28/8/2010,200,0,NA,NA,NA,NA,NA,NA,1,1,NA,10,200  PER 20L JERRYCAN,NA,NA,100,NA,NA,25,2.00E+05,1000,60000,0.300000012,300,15,0,NA,NA,NA,4,4.00E+05,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,USED FOR DRAINING OF TOILETS AND PAYING THOSE WHO CLEAN,1,0,0,0,90,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,203,161,2.769466667,32.29658333,175,84.38447784,4.216018819,84.38447784,4.216018819,84.38447784,84.38447784,84.38447784,84.38447784,84.38447784,291.618348,556.1534875,84.38447784,84.38447784,84.38447784,186.7932651,45.80134663,186.7932651,45.80134663
Onyuti John,204,216,MBWHP,2,4/20/18,layibi,library,library,1,0,0,0,0,5.67,26.6,446us/222ppm,1,0,216,204,Onyuti John,204,ONGUTI JOHN,7,9-May,204,204,ONGUTI JOHN,3,3,NA,1,NA,0,1,NA,NA,NA,6,1,1,50000,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/12/2017,60,NA,1,1,NA,NA,1,0,0,0,NA,NA,NA,NA,1,2000,2000,60,0,NA,NA,NA,NA,NA,NA,1,1,NA,10,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,0,98,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,NA,42,1,1,0,0,0,0,204,159,2.77005,32.2961,173,84.38447784,67.68395743,84.38447784,67.68395743,84.38447784,84.38447784,84.38447784,84.38447784,84.38447784,275.4515874,488.6725468,84.38447784,84.38447784,84.38447784,211.3179626,73.29949534,211.3179626,73.29949534
Gulu public prmary school BH,205,217,BHWMP,2,4/20/18,layibi,library,library,1,6,2,0,0,6.41,25.4,566us/283ppm,1,1,217,205,Gulu public prmary school BH,205,GULU PUBLIC BH,6,29/8,205,205,GULU PUBLIC BH,3,3,NA,NA,1,0,1,1,NA,8,9,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Don’t knowPe angeyo,NA,NA,NA,NA,NA,NA,0,NA,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,600,1,120,0.2,1,1,NA,NA,0,1,2000,NA,NA,NA,100,NA,NA,NA,12,NA,NA,24000,NA,40,0,1,1,21000,35,4,21000,1,2,NA,21000,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,0,0,100,1,Don't know Pe angeyo,Don't know Pe angeyo,NGODul ma pe jenge ikom gamente,NA,0,NA,0,1,0,0,1,1,NEW HEADMASTER HAS NO KNOWLEDGE ON BREAKDOWN OF WATER POINT,125,1,1,1,1,1,0,205,157,2.7683,32.2959,171,150.6467583,123.6166693,150.6467583,123.6166693,150.6467583,150.6467583,150.6467583,150.6467583,150.6467583,442.2569395,682.4415162,150.6467583,150.6467583,150.6467583,211.8465623,126.0312656,211.8465623,126.0312656
Wang Obalo spring,206,218,PS,5,4/20/18,layibi,Kirombe,Kirombe,1,8,2,0,0,6.08,26.6,395us/197ppm,1,0,218,206,Wang Obalo spring,341,OBALO SPRING,5,9-May,206,341,OBALO SPRING,3,3,NA,NA,NA,1,1,1,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,10,20,NA,Get water from a neighborGamo ki bot girani,NA,Send children,1,NA,Don’t knowPe angeyo,1000,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,99,0,NA,NA,NA,NA,0,NA,0,1,0,2,0,2,THERE IS A PLAN FOR MAINTENANCE BUT THEY LACK FINANCIAL SUPPORT,125,1,1,1,1,1,1,206,133,2.78125,32.29185,148,141.6556956,22.38991116,141.6556956,22.38991116,242.6955677,242.6955677,187.8124855,187.8124855,187.8124855,1260.860645,57.99917287,194.4256002,194.4256002,194.4256002,174.6312604,75.23399831,208.3112178,86.4478801
wang peter A,209,221,ODW,3,4/21/18,layibi,kirombe,library,1,10,2,1,1,5.88,25.7,188us/93ppm,1,1,221,209,wang peter A,209,WANG PETER A,5,9-May,209,209,WANG PETER A,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,Send children,1,1998,5/9/98,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,0,0,NA,125,1,1,1,1,1,0,209,122,2.781916667,32.29076667,139,141.6556956,29.1960064,141.6556956,29.1960064,265.1053596,265.1053596,141.6556956,141.6556956,141.6556956,1389.70137,2.751077557,265.1053596,265.1053596,265.1053596,244.8783483,62.4049236,244.8783483,62.4049236
wang peter B,210,222,ODW,3,4/21/18,layibi,kirombe,kirombe,1,10,2,1,1,5.88,26.7,183us/95pp,1,1,222,210,wang peter B,210,WANG PETER B,5,9-May,210,210,WANG PETER B,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,Send children,1,1998,5/9/98,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,0,0,NA,125,1,1,1,1,1,0,210,125,2.765266667,32.2908,141,0,143.1040128,143.2579356,143.1040128,143.2579356,143.2579356,143.2579356,143.2579356,143.2579356,1070.621728,920.0412232,170.89,170.89,170.89,164.0829222,152.4173161,164.0829222,152.4173161
wang peter C,211,223,ODW,3,4/21/18,layibi,kirombe,Kirombe,1,10,2,0,0,5.25,27,167us/83ppm,1,0,223,211,wang peter C,211,WANG PETER C,5,9-May,211,211,WANG PETER C,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,FREQUENT RAIN HAS LED TO PILING OF MUD AT THE WATER POINT,NA,1/5/18,120,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,Send children,1,1998,5/9/98,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,211,126,2.765266667,32.2908,9,0,143.1040128,143.2579356,143.1040128,143.2579356,143.2579356,143.2579356,143.2579356,143.2579356,1070.621728,920.0412232,170.89,170.89,170.89,164.0829222,95.4539828,164.0829222,152.4173161
wang peter D,212,224,ODW,3,4/21/18,layibi,Kirombe,Kirombe,1,10,2,0,0,6.15,27,190us/95ppm,1,0,224,212,wang peter D,212,WANG PETER D,5,9-May,212,212,WANG PETER D,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,1,FREQUENT RAIN HAS LED TO PILING OF MUD AT THE WATER POINT,NA,1/5/13,120,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,Send children,1,1998,5/9/98,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,212,123,2.76525,32.29076667,8,4.150144576,144.5909342,4.150144576,4.150144576,145.9661639,145.9661639,145.9661639,145.9661639,145.9661639,1074.62186,917.934488,169.0707101,169.0707101,169.0707101,106.3956728,98.23574755,165.1718304,153.2092694
NUSAF 1 BH,213,225,BHWHP,1,4/23/18,layibi,library,pabbo,1,5,2,0,0,5.42,27,115us/58ppm,1,0,225,213,NUSAF 1 BH,213,NUSAF 1 BH,5,9-Apr,213,213,NUSAF 1 BH,3,3,1,NA,NA,0,1,NA,NA,1,2,1,0,NA,NA,4,1,1,1,1,NA,6,1,0.3,100,1,0,1,1,4,0,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,15/5/2017,2,360000,NA,1,NA,NA,0,0,10,30,NA,NA,NA,"Send children, AND GIVE THEM FOR FREE",1,2005,8/10/05,150,1,70,0.466666667,0,1,NA,NA,1,1,2000,NA,NA,NA,100,NA,NA,NA,52,NA,NA,60000,NA,400,10,1,Records do not existPe tye,NA,NA,4,250000,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,ALLOWANCE FOR MEETING,1,0,1,1,5,1,2018,4/6/18,NGODul ma pe jenge ikom gamente,NA,0,NA,0,1,0,1,0,1,CHAIRPERSON IS CURRENTLY THE TREASURER AS WELL AS THE CARETAKER,24.5,1,1,0,0,0,0,213,147,2.75195,32.29401667,162,105.1540318,528.9895653,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,2244.79615,315.2877664,417.2718119,417.2718119,417.2718119,282.3120229,282.3120229,313.2325519,313.2325519
John Baptist Otto BH,214,226,BHWHP,1,4/23/18,Layibi,layibi,kirombe,1,2,NA,NA,0,6.32,2,378us/56ppm,1,0,226,214,John Baptist Otto BH,214,JOHN BAPTIST OTTO BH,5,9-Jun,214,214,JOHN BAPTIST OTTO BH,3,3,NA,NA,1,0,1,NA,NA,8,1,1,0,NA,360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15/12/2017,14,150000,NA,1,NA,NA,1,0,2,2,NA,NA,NA,Send children,1,1998,8/9/98,15,1,6,0.4,1,1,6,0.4,1,1,3000,NA,NA,NA,100,NA,NA,NA,15,NA,NA,18000,NA,1200,3,1,1,15000,1000,4,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0,NA,1,1,99,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,NA,125,1,1,1,1,1,0,214,149,2.75125,32.29465,163,105.1540318,459.4213403,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,105.1540318,2309.169976,306.878359,105.1540318,105.1540318,105.1540318,267.7679098,267.7679098,286.7711642,286.7711642
wang ogwal,215,227,PS,5,4/23/18,Layibi,layibi,kirombe,1,7,0,0,0,5.77,26.3,113us/57ppm,1,0,227,215,wang ogwal,215,WANG OGWAL,5,9-Jun,215,215,WANG OGWAL,3,3,NA,1,NA,0,1,NA,NA,7,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,Get water from a neighborGamo ki bot girani,NA,Send children,1,2003,6/9/03,500,1,270,0.54,0,Don’t knowPe angeyo,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,80,0,NA,NA,NA,NA,0,NA,0,1,0,0,0,0,FINE IS PAID WHEN A PERSON DOESN'T PARTICIPATE IN COMMUNAL CLEANING,68,1,1,1,0,0,0,215,97,2.756583333,32.28736667,116,235.7392808,100.192098,235.7392808,100.192098,235.7392808,235.7392808,235.7392808,235.7392808,235.7392808,2055.58759,0,270.6248983,270.6248983,270.6248983,277.3224271,202.1854257,277.3224271,202.1854257
wang orayi,216,228,DWWHP,4,4/23/18,layibi,kirombe,Kirombe,1,8,2,0,0,5.66,26.6,146us/73ppm,1,0,228,216,wang orayi,216,WANG ORAYI,7,9-Aug,216,216,WANG ORAYI,3,3,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,180,15/3/2018,180,NA,NA,NA,NA,NA,1,0,20,0,NA,NA,NA,Children fetch for them,1,2015,2015,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,98,0,NA,NA,NA,NA,1,Don't knowPe angeyo,0,1,0,0,6,6,LC 1 REQUESTED THAT IF WHA COULD ORGANIZE A DAY AND THEY MEET THE COMMUNITY MEMBERS UNDER HIS NOTICE SO AS TO TALK ABOUT SANITATION IN THE AREA AND THE WATER POINT,125,1,1,1,1,1,1,216,106,2.755366667,32.28958333,6,20.51359062,290.8299738,20.51359062,20.51359062,227.466287,227.466287,20.51359062,20.51359062,20.51359062,2044.807912,3.279697908,20.51359062,20.51359062,20.51359062,153.0180251,153.0180251,153.0180251,153.0180251
wang kikuyu,217,229,PS,5,4/23/18,layibi,kirombe,kirombe,1,5,2,0,0,5.58,26.2,314us/157ppm,1,1,229,217,wang kikuyu,217,WANG KIKUYU PS,7,9-Aug,217,217,WANG KIKUYU PS,3,3,NA,NA,NA,1,1,NA,NA,5,8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,The water source has never broken down,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,Children fetch for them,1,2002,Feb-02,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,98,0,NA,NA,NA,NA,1,Don't knowPe angeyo,NA,1,0,0,6,6,NA,0,0,0,0,0,0,1,217,105,2.75555,32.28956667,124,20.51359062,270.9192679,192.8980508,192.8980508,235.2581741,235.2581741,20.51359062,192.8980508,192.8980508,2027.482349,0,192.8980508,192.8980508,192.8980508,232.9270411,232.9270411,232.9270411,232.9270411
wang Odur,218,230,PS,5,4/23/18,layibi,kirombe,kirombe,1,10,0,0,1,5.73,26.3,247us/123ppm,1,0,230,218,wang Odur,218,WANG ODUR,5,9-Jun,218,218,WANG ODUR,3,3,NA,NA,NA,1,1,1,NA,5,8,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,HIGH FINANCIAL COST FOR REPAIR,3600,6/9/08,3600,NA,NA,NA,NA,NA,NA,NA,15,30,NA,Get water from a neighborGamo ki bot girani,NA,Send someone,1,NA,Don’t knowPe angeyo,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,70,0,NA,NA,NA,NA,0,NA,0,1,0,2,0,2,there used to be communal cleaning and those who did not participate were fined,0,0,0,0,0,0,1,218,114,2.75705,32.29026667,7,9.289999999,178.0444699,9.289999999,9.289999999,203.6752143,203.6752143,9.289999999,9.289999999,9.289999999,1843.216815,3.198040427,9.289999999,9.289999999,9.289999999,132.4677014,123.92412,132.4677014,123.92412
kirombe mosque BH,219,231,BHWHP,1,4/24/18,layibi,kirombe,kirombe,1,7,1,0,0,5.28,26.7,101us/50ppm,1,0,231,219,kirombe mosque BH,219,KIROMBE MOSQUE BH,6,9-Apr,219,219,KIROMBE MOSQUE BH,3,3,NA,NA,1,0,1,NA,NA,8,1,1,0,NA,360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,3/2/18,1,60000,NA,1,NA,NA,NA,0,Don’t knowPe angeyo,0,NA,NA,NA,NA,1,2008,2008,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,100  PER 20L JERRYCAN,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,5,NOT STORED,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,100,0,NA,NA,NA,NA,Don’t knowPe angeyo,NA,0,1,0,4,8,12,NA,0,0,0,0,0,0,0,219,104,2.76325,32.28955,123,142.871978,285.9824707,142.871978,142.871978,148.4315293,148.4315293,142.871978,142.871978,142.871978,1326.590768,697.1197826,142.871978,142.871978,142.871978,146.8378335,146.8378335,146.8378335,146.8378335
kilara BH (Next to kirombe mosque),220,232,DWWHP,4,4/24/18,layibi,kirombe,kirombe,1,6,2,0,0,7.04,23.1,7us/4ppm,1,0,232,220,kilara BH (Next to kirombe mosque),220,KILARA BH,6,9-Apr,220,220,KILARA BH,3,3,NA,1,NA,0,1,NA,NA,3,6,1,0,NA,360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,6/3/17,7,450000,NA,1,NA,NA,1,0,Don’t knowPe angeyo,Don’t knowPe angeyo,NA,NA,NA,NA,1,NA,Don’t knowPe angeyo,200,0,NA,NA,NA,NA,NA,NA,1,1,2000,NA,100  PER 20L JERRYCAN,NA,30,70,NA,NA,8,NA,NA,40000,NA,200,NA,0,NA,NA,NA,4,0,0,NA,NA,NA,NA,5,NOT STORED,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,100,1,2017,18/11/2017,NA,L C 1,0,NA,0,1,0,6,1,7,NA,7.5,1,0,0,0,0,0,220,127,2.763733333,32.2908,142,109.0198991,313.1690602,109.0198991,109.0198991,149.2099933,149.2099933,109.0198991,109.0198991,109.0198991,1191.97094,749.6599041,109.0198991,109.0198991,109.0198991,143.0399641,143.0399641,169.6286442,169.6286442
